"IDSample","AccX","AccY","AccZ"
13219,0.076,0.06,1.098
13220,0.075,0.085,1.089
13221,0.069,0.098,1.057
13222,0.06,0.098,1.004
13223,0.052,0.086,0.937
13224,0.05,0.068,0.865
13225,0.056,0.048,0.793
13226,0.07,0.031,0.73
13227,0.09,0.019,0.684
13228,0.108,0.016,0.659
13229,0.116,0.023,0.662
13230,0.11,0.04,0.694
13231,0.089,0.06,0.753
13232,0.06,0.074,0.83
13233,0.031,0.075,0.915
13234,0.014,0.064,0.993
13235,0.014,0.046,1.056
13236,0.032,0.031,1.099
13237,0.064,0.026,1.119
13238,0.1,0.031,1.116
13239,0.13,0.043,1.09
13240,0.147,0.057,1.046
13241,0.145,0.066,0.991
13242,0.127,0.071,0.934
13243,0.096,0.072,0.885
13244,0.057,0.069,0.852
13245,0.019,0.063,0.841
13246,-0.016,0.055,0.852
13247,-0.04,0.048,0.885
13248,-0.051,0.043,0.931
13249,-0.047,0.04,0.983
13250,-0.028,0.042,1.033
13251,0.005,0.046,1.073
13252,0.047,0.05,1.099
13253,0.089,0.051,1.11
13254,0.126,0.046,1.105
13255,0.153,0.036,1.083
13256,0.168,0.024,1.05
13257,0.172,0.017,1.009
13258,0.166,0.018,0.965
13259,0.155,0.026,0.922
13260,0.143,0.039,0.887
13261,0.131,0.049,0.866
13262,0.116,0.055,0.863
13263,0.098,0.055,0.882
13264,0.076,0.048,0.921
13265,0.053,0.033,0.976
13266,0.035,0.013,1.04
13267,0.029,-0.009,1.101
13268,0.039,-0.028,1.152
13269,0.064,-0.038,1.185
13270,0.098,-0.037,1.197
13271,0.131,-0.027,1.188
13272,0.153,-0.012,1.161
13273,0.159,0.002,1.119
13274,0.147,0.015,1.066
13275,0.12,0.029,1.009
13276,0.085,0.046,0.955
13277,0.047,0.066,0.91
13278,0.013,0.087,0.876
13279,-0.015,0.103,0.857
13280,-0.034,0.11,0.851
13281,-0.043,0.104,0.86
13282,-0.04,0.087,0.881
13283,-0.024,0.06,0.912
13284,0.004,0.028,0.948
13285,0.04,-0.003,0.983
13286,0.08,-0.028,1.014
13287,0.118,-0.045,1.04
13288,0.149,-0.052,1.06
13289,0.172,-0.048,1.072
13290,0.187,-0.035,1.076
13291,0.193,-0.015,1.069
13292,0.191,0.008,1.053
13293,0.18,0.031,1.032
13294,0.16,0.047,1.009
13295,0.133,0.055,0.986
13296,0.103,0.051,0.965
13297,0.076,0.039,0.946
13298,0.058,0.023,0.932
13299,0.05,0.009,0.923
13300,0.053,-0.002,0.923
13301,0.064,-0.009,0.934
13302,0.076,-0.014,0.955
13303,0.087,-0.015,0.984
13304,0.093,-0.014,1.018
13305,0.095,-0.01,1.05
13306,0.094,-0.006,1.076
13307,0.095,-0.002,1.091
13308,0.096,0.003,1.094
13309,0.097,0.01,1.082
13310,0.098,0.023,1.056
13311,0.095,0.039,1.019
13312,0.09,0.055,0.975
13313,0.086,0.067,0.93
13314,0.084,0.07,0.891
13315,0.084,0.066,0.866
13316,0.082,0.055,0.86
13317,0.074,0.042,0.876
13318,0.058,0.029,0.912
13319,0.037,0.017,0.961
13320,0.017,0.006,1.012
13321,0.009,-0.003,1.055
13322,0.016,-0.006,1.079
13323,0.041,-0.003,1.082
13324,0.076,0.007,1.067
13325,0.112,0.021,1.039
13326,0.137,0.035,1.006
13327,0.145,0.045,0.973
13328,0.135,0.05,0.943
13329,0.114,0.049,0.916
13330,0.092,0.044,0.892
13331,0.079,0.036,0.871
13332,0.082,0.026,0.854
13333,0.099,0.013,0.843
13334,0.121,0,0.843
13335,0.136,-0.013,0.855
13336,0.139,-0.025,0.883
13337,0.129,-0.032,0.924
13338,0.113,-0.037,0.975
13339,0.099,-0.037,1.029
13340,0.092,-0.033,1.08
13341,0.096,-0.026,1.123
13342,0.108,-0.017,1.154
13343,0.123,-0.008,1.169
13344,0.134,-0.001,1.166
13345,0.14,0.005,1.141
13346,0.139,0.009,1.096
13347,0.135,0.013,1.034
13348,0.13,0.019,0.966
13349,0.122,0.024,0.903
13350,0.11,0.027,0.856
13351,0.092,0.027,0.833
13352,0.067,0.023,0.839
13353,0.038,0.017,0.874
13354,0.01,0.008,0.93
13355,-0.008,-0.002,0.997
13356,-0.011,-0.013,1.065
13357,0.003,-0.023,1.121
13358,0.034,-0.033,1.157
13359,0.076,-0.041,1.17
13360,0.12,-0.046,1.158
13361,0.158,-0.048,1.124
13362,0.183,-0.045,1.073
13363,0.194,-0.036,1.013
13364,0.191,-0.021,0.95
13365,0.177,-0.005,0.894
13366,0.158,0.01,0.853
13367,0.134,0.018,0.831
13368,0.109,0.019,0.832
13369,0.082,0.013,0.854
13370,0.057,0.005,0.894
13371,0.035,-0.002,0.944
13372,0.02,-0.005,0.994
13373,0.016,-0.002,1.032
13374,0.026,0.002,1.05
13375,0.05,0.006,1.047
13376,0.082,0.005,1.023
13377,0.113,0,0.984
13378,0.137,-0.007,0.939
13379,0.144,-0.011,0.896
13380,0.135,-0.008,0.862
13381,0.11,0.006,0.84
13382,0.078,0.028,0.83
13383,0.045,0.055,0.829
13384,0.018,0.08,0.834
13385,0.002,0.1,0.841
13386,-0.004,0.112,0.846
13387,0,0.113,0.851
13388,0.009,0.102,0.857
13389,0.018,0.081,0.862
13390,0.023,0.05,0.867
13391,0.023,0.016,0.872
13392,0.023,-0.016,0.874
13393,0.025,-0.039,0.875
13394,0.033,-0.047,0.875
13395,0.047,-0.042,0.879
13396,0.062,-0.028,0.889
13397,0.071,-0.009,0.91
13398,0.071,0.009,0.937
13399,0.063,0.021,0.966
13400,0.054,0.027,0.989
13401,0.051,0.026,0.999
13402,0.06,0.021,0.995
13403,0.08,0.014,0.981
13404,0.103,0.008,0.961
13405,0.12,0.005,0.945
13406,0.125,0.007,0.936
13407,0.116,0.013,0.938
13408,0.098,0.02,0.95
13409,0.078,0.024,0.972
13410,0.064,0.022,1.002
13411,0.059,0.014,1.038
13412,0.063,0.003,1.074
13413,0.071,-0.009,1.108
13414,0.08,-0.017,1.132
13415,0.087,-0.02,1.141
13416,0.091,-0.016,1.132
13417,0.094,-0.006,1.105
13418,0.096,0.007,1.065
13419,0.097,0.021,1.023
13420,0.095,0.031,0.987
13421,0.086,0.035,0.967
13422,0.068,0.03,0.964
13423,0.043,0.02,0.976
13424,0.016,0.005,0.999
13425,-0.005,-0.011,1.025
13426,-0.012,-0.026,1.048
13427,-0.002,-0.035,1.065
13428,0.021,-0.039,1.073
13429,0.05,-0.037,1.072
13430,0.075,-0.029,1.064
13431,0.09,-0.016,1.051
13432,0.092,0.002,1.034
13433,0.088,0.021,1.014
13434,0.081,0.04,0.992
13435,0.079,0.055,0.971
13436,0.083,0.061,0.954
13437,0.089,0.055,0.942
13438,0.093,0.038,0.94
13439,0.091,0.016,0.949
13440,0.083,-0.006,0.968
13441,0.074,-0.023,0.993
13442,0.071,-0.034,1.018
13443,0.079,-0.037,1.04
13444,0.099,-0.034,1.059
13445,0.125,-0.027,1.077
13446,0.15,-0.021,1.097
13447,0.165,-0.015,1.117
13448,0.166,-0.01,1.136
13449,0.157,-0.003,1.149
13450,0.143,0.007,1.15
13451,0.13,0.021,1.138
13452,0.122,0.038,1.112
13453,0.117,0.055,1.076
13454,0.108,0.07,1.034
13455,0.091,0.078,0.99
13456,0.067,0.078,0.948
13457,0.038,0.068,0.914
13458,0.012,0.05,0.891
13459,-0.008,0.026,0.883
13460,-0.016,-0.001,0.889
13461,-0.012,-0.025,0.909
13462,0.003,-0.041,0.938
13463,0.025,-0.046,0.971
13464,0.052,-0.041,1.002
13465,0.08,-0.027,1.024
13466,0.106,-0.005,1.036
13467,0.122,0.018,1.037
13468,0.123,0.038,1.03
13469,0.107,0.051,1.019
13470,0.075,0.055,1.003
13471,0.035,0.052,0.982
13472,-0.002,0.046,0.952
13473,-0.024,0.04,0.913
13474,-0.025,0.037,0.868
13475,-0.006,0.034,0.825
13476,0.024,0.03,0.792
13477,0.053,0.023,0.776
13478,0.072,0.015,0.781
13479,0.077,0.007,0.809
13480,0.071,0,0.853
13481,0.062,-0.005,0.907
13482,0.057,-0.009,0.962
13483,0.062,-0.01,1.01
13484,0.075,-0.008,1.043
13485,0.092,-0.002,1.058
13486,0.107,0.008,1.053
13487,0.115,0.02,1.029
13488,0.111,0.035,0.99
13489,0.097,0.05,0.94
13490,0.076,0.061,0.883
13491,0.052,0.067,0.828
13492,0.03,0.065,0.783
13493,0.013,0.056,0.757
13494,0,0.04,0.755
13495,-0.009,0.019,0.781
13496,-0.015,-0.004,0.831
13497,-0.017,-0.025,0.898
13498,-0.012,-0.039,0.97
13499,0.003,-0.045,1.036
13500,0.031,-0.043,1.087
13501,0.065,-0.036,1.117
13502,0.098,-0.027,1.126
13503,0.121,-0.019,1.115
13504,0.125,-0.013,1.086
13505,0.111,-0.006,1.045
13506,0.084,0.001,0.997
13507,0.051,0.01,0.948
13508,0.021,0.02,0.901
13509,-0.001,0.027,0.859
13510,-0.013,0.027,0.823
13511,-0.018,0.021,0.798
13512,-0.018,0.01,0.787
13513,-0.018,0,0.791
13514,-0.021,-0.007,0.811
13515,-0.027,-0.01,0.845
13516,-0.035,-0.011,0.89
13517,-0.042,-0.013,0.937
13518,-0.044,-0.022,0.982
13519,-0.037,-0.036,1.016
13520,-0.019,-0.052,1.033
13521,0.007,-0.063,1.031
13522,0.039,-0.064,1.009
13523,0.071,-0.053,0.972
13524,0.095,-0.034,0.929
13525,0.107,-0.013,0.886
13526,0.104,0.004,0.848
13527,0.086,0.012,0.819
13528,0.057,0.009,0.805
13529,0.026,-0.003,0.81
13530,-0.001,-0.025,0.835
13531,-0.015,-0.051,0.877
13532,-0.01,-0.075,0.929
13533,0.014,-0.091,0.984
13534,0.053,-0.095,1.032
13535,0.1,-0.086,1.068
13536,0.142,-0.069,1.088
13537,0.17,-0.047,1.091
13538,0.177,-0.028,1.08
13539,0.163,-0.013,1.055
13540,0.13,-0.005,1.021
13541,0.089,-0.001,0.982
13542,0.05,0,0.941
13543,0.018,0.002,0.904
13544,0,0.004,0.873
13545,-0.003,0.003,0.853
13546,0.007,-0.001,0.847
13547,0.026,-0.011,0.858
13548,0.048,-0.024,0.886
13549,0.068,-0.035,0.93
13550,0.081,-0.042,0.988
13551,0.087,-0.044,1.053
13552,0.089,-0.041,1.117
13553,0.088,-0.035,1.171
13554,0.089,-0.027,1.205
13555,0.092,-0.016,1.214
13556,0.093,-0.002,1.196
13557,0.091,0.016,1.155
13558,0.085,0.035,1.097
13559,0.075,0.053,1.03
13560,0.064,0.065,0.96
13561,0.057,0.072,0.891
13562,0.054,0.07,0.831
13563,0.056,0.062,0.787
13564,0.059,0.047,0.766
13565,0.061,0.028,0.77
13566,0.062,0.009,0.8
13567,0.061,-0.004,0.85
13568,0.062,-0.007,0.91
13569,0.067,-0.002,0.968
13570,0.077,0.01,1.015
13571,0.092,0.022,1.043
13572,0.109,0.032,1.051
13573,0.121,0.039,1.038
13574,0.126,0.043,1.009
13575,0.12,0.048,0.97
13576,0.107,0.054,0.928
13577,0.093,0.061,0.888
13578,0.084,0.066,0.855
13579,0.082,0.066,0.832
13580,0.09,0.06,0.822
13581,0.103,0.051,0.828
13582,0.117,0.039,0.851
13583,0.125,0.029,0.891
13584,0.125,0.022,0.945
13585,0.115,0.019,1.008
13586,0.102,0.018,1.07
13587,0.093,0.019,1.126
13588,0.095,0.02,1.167
13589,0.108,0.022,1.189
13590,0.131,0.024,1.192
13591,0.156,0.027,1.174
13592,0.175,0.032,1.139
13593,0.186,0.038,1.088
13594,0.188,0.046,1.027
13595,0.182,0.055,0.961
13596,0.17,0.064,0.898
13597,0.152,0.071,0.845
13598,0.128,0.073,0.813
13599,0.095,0.071,0.807
13600,0.055,0.062,0.831
13601,0.014,0.051,0.879
13602,-0.019,0.039,0.942
13603,-0.037,0.029,1.01
13604,-0.033,0.018,1.069
13605,-0.006,0.006,1.114
13606,0.039,-0.011,1.138
13607,0.091,-0.026,1.142
13608,0.136,-0.036,1.128
13609,0.166,-0.034,1.1
13610,0.173,-0.018,1.063
13611,0.162,0.008,1.025
13612,0.137,0.039,0.991
13613,0.107,0.065,0.967
13614,0.078,0.08,0.957
13615,0.055,0.081,0.963
13616,0.036,0.069,0.983
13617,0.02,0.046,1.013
13618,0.007,0.017,1.046
13619,0.001,-0.009,1.076
13620,0.007,-0.028,1.094
13621,0.03,-0.038,1.098
13622,0.07,-0.041,1.087
13623,0.12,-0.039,1.065
13624,0.171,-0.035,1.041
13625,0.21,-0.028,1.022
13626,0.228,-0.017,1.011
13627,0.223,0.001,1.009
13628,0.2,0.028,1.014
13629,0.165,0.062,1.02
13630,0.127,0.096,1.024
13631,0.092,0.122,1.025
13632,0.062,0.132,1.021
13633,0.041,0.122,1.013
13634,0.029,0.096,1.002
13635,0.028,0.061,0.993
13636,0.037,0.026,0.989
13637,0.056,-0.005,0.994
13638,0.081,-0.028,1.012
13639,0.11,-0.047,1.042
13640,0.14,-0.061,1.08
13641,0.168,-0.067,1.12
13642,0.189,-0.063,1.157
13643,0.2,-0.045,1.184
13644,0.197,-0.016,1.197
13645,0.177,0.02,1.193
13646,0.142,0.057,1.17
13647,0.097,0.086,1.13
13648,0.05,0.104,1.076
13649,0.008,0.108,1.01
13650,-0.019,0.099,0.941
13651,-0.03,0.08,0.875
13652,-0.026,0.057,0.823
13653,-0.013,0.035,0.795
13654,0.001,0.019,0.797
13655,0.01,0.009,0.831
13656,0.016,0.006,0.891
13657,0.021,0.007,0.969
13658,0.031,0.01,1.052
13659,0.05,0.013,1.128
13660,0.075,0.016,1.186
13661,0.103,0.019,1.219
13662,0.125,0.023,1.22
13663,0.139,0.029,1.191
13664,0.142,0.036,1.135
13665,0.137,0.042,1.06
13666,0.128,0.049,0.979
13667,0.118,0.054,0.901
13668,0.108,0.057,0.836
13669,0.099,0.059,0.791
13670,0.09,0.059,0.767
13671,0.08,0.056,0.767
13672,0.071,0.048,0.787
13673,0.063,0.034,0.823
13674,0.057,0.018,0.868
13675,0.055,0.003,0.916
13676,0.056,-0.006,0.958
13677,0.062,-0.005,0.99
13678,0.071,0.004,1.008
13679,0.083,0.015,1.012
13680,0.095,0.024,1.003
13681,0.105,0.026,0.984
13682,0.111,0.022,0.96
13683,0.113,0.014,0.936
13684,0.11,0.008,0.918
13685,0.103,0.004,0.91
13686,0.092,0.005,0.913
13687,0.077,0.005,0.93
13688,0.059,0.004,0.957
13689,0.04,-0.001,0.994
13690,0.025,-0.01,1.035
13691,0.016,-0.022,1.076
13692,0.015,-0.033,1.114
13693,0.024,-0.039,1.146
13694,0.041,-0.04,1.171
13695,0.063,-0.038,1.186
13696,0.087,-0.037,1.191
13697,0.108,-0.04,1.183
13698,0.126,-0.044,1.162
13699,0.139,-0.045,1.131
13700,0.147,-0.041,1.091
13701,0.149,-0.031,1.05
13702,0.145,-0.018,1.014
13703,0.134,-0.008,0.99
13704,0.118,-0.003,0.982
13705,0.098,-0.004,0.993
13706,0.077,-0.011,1.022
13707,0.058,-0.026,1.067
13708,0.045,-0.046,1.121
13709,0.039,-0.069,1.176
13710,0.043,-0.089,1.221
13711,0.059,-0.102,1.248
13712,0.084,-0.104,1.256
13713,0.115,-0.1,1.243
13714,0.147,-0.091,1.213
13715,0.171,-0.082,1.173
13716,0.18,-0.073,1.129
13717,0.173,-0.066,1.087
13718,0.152,-0.061,1.051
13719,0.125,-0.06,1.024
13720,0.101,-0.064,1.008
13721,0.082,-0.072,1.002
13722,0.07,-0.082,1.01
13723,0.064,-0.091,1.03
13724,0.063,-0.097,1.065
13725,0.065,-0.099,1.109
13726,0.07,-0.099,1.155
13727,0.08,-0.097,1.196
13728,0.095,-0.094,1.223
13729,0.114,-0.093,1.232
13730,0.133,-0.093,1.219
13731,0.15,-0.096,1.185
13732,0.16,-0.096,1.132
13733,0.162,-0.089,1.064
13734,0.155,-0.072,0.987
13735,0.138,-0.046,0.91
13736,0.115,-0.014,0.839
13737,0.085,0.014,0.783
13738,0.05,0.034,0.746
13739,0.012,0.043,0.733
13740,-0.027,0.04,0.744
13741,-0.062,0.028,0.776
13742,-0.084,0.01,0.825
13743,-0.09,-0.01,0.882
13744,-0.074,-0.03,0.937
13745,-0.039,-0.045,0.98
13746,0.012,-0.054,1.007
13747,0.068,-0.055,1.013
13748,0.119,-0.05,1.001
13749,0.154,-0.042,0.975
13750,0.167,-0.031,0.94
13751,0.155,-0.016,0.904
13752,0.123,0.002,0.871
13753,0.083,0.02,0.848
13754,0.046,0.032,0.837
13755,0.023,0.034,0.837
13756,0.017,0.029,0.848
13757,0.028,0.02,0.866
13758,0.048,0.013,0.889
13759,0.072,0.012,0.915
13760,0.091,0.015,0.942
13761,0.104,0.017,0.967
13762,0.107,0.017,0.988
13763,0.105,0.011,1.002
13764,0.101,0.002,1.008
13765,0.1,-0.007,1.002
13766,0.104,-0.014,0.986
13767,0.116,-0.015,0.96
13768,0.133,-0.008,0.929
13769,0.147,0.007,0.897
13770,0.153,0.026,0.869
13771,0.145,0.046,0.848
13772,0.121,0.062,0.838
13773,0.084,0.069,0.839
13774,0.039,0.067,0.851
13775,-0.008,0.057,0.874
13776,-0.049,0.042,0.905
13777,-0.078,0.025,0.94
13778,-0.09,0.009,0.976
13779,-0.084,-0.003,1.006
13780,-0.06,-0.01,1.024
13781,-0.024,-0.011,1.026
13782,0.017,-0.008,1.014
13783,0.054,0,0.992
13784,0.078,0.009,0.967
13785,0.086,0.019,0.947
13786,0.078,0.027,0.934
13787,0.058,0.034,0.929
13788,0.035,0.04,0.928
13789,0.017,0.045,0.928
13790,0.009,0.047,0.927
13791,0.011,0.046,0.922
13792,0.021,0.039,0.915
13793,0.034,0.029,0.906
13794,0.045,0.018,0.897
13795,0.053,0.006,0.889
13796,0.058,-0.004,0.887
13797,0.06,-0.011,0.89
13798,0.063,-0.017,0.9
13799,0.069,-0.021,0.913
13800,0.079,-0.023,0.927
13801,0.091,-0.023,0.939
13802,0.102,-0.02,0.948
13803,0.108,-0.013,0.952
13804,0.108,0.001,0.951
13805,0.101,0.02,0.946
13806,0.087,0.041,0.937
13807,0.07,0.056,0.925
13808,0.052,0.06,0.912
13809,0.038,0.048,0.9
13810,0.03,0.023,0.891
13811,0.028,-0.005,0.891
13812,0.032,-0.03,0.901
13813,0.04,-0.045,0.924
13814,0.049,-0.05,0.956
13815,0.06,-0.048,0.994
13816,0.071,-0.041,1.029
13817,0.083,-0.031,1.056
13818,0.095,-0.016,1.069
13819,0.104,0.001,1.068
13820,0.108,0.02,1.054
13821,0.105,0.038,1.028
13822,0.096,0.052,0.993
13823,0.08,0.059,0.95
13824,0.061,0.058,0.903
13825,0.04,0.05,0.853
13826,0.021,0.038,0.808
13827,0.007,0.024,0.772
13828,-0.001,0.013,0.754
13829,-0.004,0.007,0.758
13830,-0.003,0.008,0.787
13831,-0.001,0.015,0.837
13832,0.002,0.024,0.902
13833,0.01,0.029,0.97
13834,0.023,0.027,1.032
13835,0.044,0.019,1.078
13836,0.073,0.007,1.101
13837,0.102,-0.001,1.1
13838,0.125,0,1.076
13839,0.134,0.009,1.035
13840,0.125,0.025,0.982
13841,0.102,0.042,0.923
13842,0.071,0.055,0.865
13843,0.044,0.06,0.816
13844,0.027,0.057,0.783
13845,0.021,0.048,0.774
13846,0.022,0.038,0.792
13847,0.023,0.026,0.835
13848,0.02,0.014,0.897
13849,0.013,0.002,0.967
13850,0.005,-0.008,1.031
13851,0.006,-0.012,1.078
13852,0.019,-0.009,1.1
13853,0.045,0.002,1.094
13854,0.081,0.017,1.062
13855,0.114,0.032,1.011
13856,0.136,0.045,0.952
13857,0.138,0.053,0.897
13858,0.119,0.057,0.854
13859,0.085,0.057,0.828
13860,0.046,0.052,0.822
13861,0.015,0.043,0.834
13862,-0.001,0.032,0.861
13863,0.003,0.023,0.902
13864,0.021,0.019,0.953
13865,0.046,0.02,1.012
13866,0.068,0.019,1.074
13867,0.082,0.013,1.133
13868,0.089,-0.002,1.181
13869,0.091,-0.022,1.213
13870,0.096,-0.043,1.223
13871,0.107,-0.056,1.209
13872,0.124,-0.059,1.174
13873,0.141,-0.048,1.124
13874,0.153,-0.026,1.067
13875,0.154,0.002,1.011
13876,0.143,0.031,0.964
13877,0.121,0.055,0.924
13878,0.091,0.067,0.893
13879,0.059,0.066,0.871
13880,0.027,0.052,0.861
13881,0.002,0.029,0.865
13882,-0.015,0.002,0.885
13883,-0.022,-0.02,0.921
13884,-0.019,-0.034,0.967
13885,-0.004,-0.039,1.014
13886,0.022,-0.037,1.055
13887,0.053,-0.032,1.083
13888,0.086,-0.029,1.098
13889,0.11,-0.029,1.099
13890,0.12,-0.032,1.087
13891,0.112,-0.035,1.064
13892,0.089,-0.038,1.03
13893,0.059,-0.037,0.988
13894,0.033,-0.032,0.944
13895,0.02,-0.022,0.901
13896,0.022,-0.011,0.869
13897,0.034,0,0.853
13898,0.049,0.004,0.861
13899,0.058,0.003,0.895
13900,0.056,-0.004,0.951
13901,0.045,-0.011,1.021
13902,0.031,-0.016,1.094
13903,0.021,-0.016,1.158
13904,0.024,-0.013,1.2
13905,0.039,-0.012,1.211
13906,0.065,-0.015,1.192
13907,0.093,-0.021,1.143
13908,0.117,-0.025,1.07
13909,0.132,-0.023,0.984
13910,0.137,-0.016,0.892
13911,0.135,-0.003,0.807
13912,0.128,0.012,0.739
13913,0.116,0.025,0.698
13914,0.099,0.033,0.691
13915,0.073,0.034,0.718
13916,0.039,0.03,0.776
13917,0.001,0.019,0.857
13918,-0.033,0.005,0.949
13919,-0.055,-0.011,1.036
13920,-0.057,-0.025,1.106
13921,-0.038,-0.036,1.149
13922,-0.003,-0.04,1.163
13923,0.038,-0.039,1.147
13924,0.074,-0.034,1.106
13925,0.098,-0.026,1.049
13926,0.109,-0.016,0.983
13927,0.108,-0.003,0.918
13928,0.099,0.01,0.863
13929,0.087,0.023,0.821
13930,0.076,0.031,0.797
13931,0.069,0.033,0.79
13932,0.065,0.03,0.798
13933,0.063,0.025,0.819
13934,0.061,0.022,0.849
13935,0.058,0.019,0.885
13936,0.058,0.014,0.924
13937,0.062,0.006,0.961
13938,0.074,-0.007,0.993
13939,0.095,-0.021,1.019
13940,0.122,-0.033,1.04
13941,0.149,-0.038,1.056
13942,0.169,-0.036,1.068
13943,0.179,-0.028,1.073
13944,0.179,-0.017,1.068
13945,0.172,-0.005,1.051
13946,0.162,0.007,1.022
13947,0.152,0.017,0.984
13948,0.138,0.022,0.942
13949,0.117,0.023,0.905
13950,0.088,0.017,0.878
13951,0.053,0.008,0.863
13952,0.018,-0.004,0.862
13953,-0.01,-0.015,0.872
13954,-0.025,-0.025,0.894
13955,-0.023,-0.032,0.922
13956,-0.006,-0.036,0.952
13957,0.018,-0.035,0.978
13958,0.043,-0.028,0.996
13959,0.063,-0.012,1.002
13960,0.074,0.01,0.995
13961,0.078,0.032,0.974
13962,0.078,0.049,0.941
13963,0.076,0.056,0.9
13964,0.076,0.053,0.857
13965,0.079,0.042,0.819
13966,0.083,0.029,0.796
13967,0.085,0.017,0.792
13968,0.082,0.006,0.811
13969,0.073,-0.002,0.851
13970,0.06,-0.006,0.907
13971,0.046,-0.007,0.971
13972,0.039,-0.004,1.035
13973,0.044,-0.001,1.089
13974,0.059,-0.001,1.125
13975,0.083,-0.004,1.138
13976,0.106,-0.01,1.127
13977,0.122,-0.013,1.093
13978,0.13,-0.011,1.041
13979,0.13,-0.001,0.978
13980,0.125,0.015,0.911
13981,0.119,0.032,0.848
13982,0.114,0.046,0.798
13983,0.109,0.055,0.772
13984,0.101,0.055,0.775
13985,0.091,0.048,0.811
13986,0.077,0.033,0.874
13987,0.062,0.014,0.953
13988,0.051,-0.008,1.036
13989,0.05,-0.029,1.111
13990,0.061,-0.047,1.167
13991,0.086,-0.059,1.197
13992,0.119,-0.062,1.198
13993,0.154,-0.057,1.171
13994,0.183,-0.045,1.123
13995,0.198,-0.029,1.065
13996,0.194,-0.012,1.011
13997,0.172,0.004,0.97
13998,0.135,0.019,0.945
13999,0.094,0.032,0.934
14000,0.057,0.041,0.932
14001,0.035,0.046,0.934
14002,0.031,0.045,0.939
14003,0.042,0.042,0.946
14004,0.06,0.04,0.959
14005,0.075,0.042,0.979
14006,0.081,0.044,1.006
14007,0.077,0.045,1.037
14008,0.068,0.039,1.066
14009,0.061,0.026,1.087
14010,0.063,0.007,1.098
14011,0.074,-0.015,1.097
14012,0.091,-0.035,1.086
14013,0.108,-0.049,1.066
14014,0.121,-0.052,1.043
14015,0.126,-0.041,1.017
14016,0.125,-0.019,0.992
14017,0.121,0.007,0.969
14018,0.114,0.029,0.951
14019,0.107,0.038,0.942
14020,0.098,0.033,0.944
14021,0.088,0.019,0.96
14022,0.077,0.003,0.989
14023,0.066,-0.01,1.028
14024,0.058,-0.017,1.07
14025,0.057,-0.02,1.106
14026,0.066,-0.019,1.129
14027,0.087,-0.014,1.133
14028,0.114,-0.005,1.118
14029,0.141,0.006,1.09
14030,0.159,0.017,1.056
14031,0.16,0.022,1.025
14032,0.143,0.021,1
14033,0.112,0.013,0.982
14034,0.078,0.002,0.972
14035,0.051,-0.008,0.966
14036,0.042,-0.016,0.964
14037,0.051,-0.02,0.964
14038,0.072,-0.022,0.968
14039,0.097,-0.02,0.977
14040,0.113,-0.016,0.995
14041,0.115,-0.008,1.02
14042,0.105,0.002,1.05
14043,0.09,0.01,1.079
14044,0.079,0.015,1.102
14045,0.078,0.018,1.117
14046,0.088,0.021,1.123
14047,0.103,0.024,1.124
14048,0.116,0.027,1.12
14049,0.125,0.03,1.108
14050,0.13,0.032,1.087
14051,0.135,0.034,1.056
14052,0.144,0.036,1.019
14053,0.157,0.035,0.985
14054,0.167,0.029,0.965
14055,0.168,0.015,0.966
14056,0.153,-0.007,0.989
14057,0.124,-0.032,1.031
14058,0.09,-0.054,1.082
14059,0.063,-0.066,1.133
14060,0.057,-0.065,1.172
14061,0.075,-0.055,1.195
14062,0.112,-0.039,1.2
14063,0.153,-0.022,1.187
14064,0.18,-0.009,1.164
14065,0.18,0,1.134
14066,0.153,0.006,1.103
14067,0.106,0.009,1.071
14068,0.055,0.011,1.038
14069,0.015,0.014,1.005
14070,-0.005,0.015,0.973
14071,-0.004,0.014,0.948
14072,0.01,0.009,0.933
14073,0.028,0.003,0.931
14074,0.041,-0.002,0.943
14075,0.049,-0.004,0.966
14076,0.053,-0.002,0.996
14077,0.061,0.002,1.028
14078,0.077,0.005,1.056
14079,0.099,0.007,1.077
14080,0.124,0.006,1.087
14081,0.145,0.001,1.082
14082,0.157,-0.005,1.059
14083,0.161,-0.006,1.019
14084,0.157,0.002,0.969
14085,0.149,0.021,0.915
14086,0.137,0.051,0.867
14087,0.124,0.082,0.831
14088,0.108,0.103,0.812
14089,0.09,0.107,0.81
14090,0.071,0.093,0.824
14091,0.052,0.067,0.851
14092,0.036,0.039,0.888
14093,0.028,0.013,0.927
14094,0.029,-0.01,0.963
14095,0.04,-0.028,0.989
14096,0.061,-0.04,1.004
14097,0.087,-0.04,1.006
14098,0.114,-0.027,0.996
14099,0.134,-0.003,0.977
14100,0.144,0.028,0.952
14101,0.144,0.057,0.925
14102,0.135,0.082,0.903
14103,0.12,0.1,0.891
14104,0.103,0.11,0.893
14105,0.085,0.112,0.91
14106,0.069,0.103,0.941
14107,0.057,0.086,0.978
